OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
-1,64,544,ראשון לציון,מגורים,9948,852978,מגורים,8300,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,75.031277784121428,202110,3765.786446115574563,852977.610006050905213
-1,12,2172,טבריה,מגורים,6378,1475818,מגורים,6700,1,0,1,2,0,1,2,0,3,2,0,0,0,1,2,8.131086545848651,202110,6981.506525870123369,1475817.522336745169014
-1,16,1186,ירושלים,מגורים,12277,346241,מגורים,3000,1,0,0,2,2,2,0,0,2,1,0,0,0,1,1,46.210564266491140,202110,3958.161078102537886,346241.173505906423088
-1,13,137,הרצלייה,מגורים,5341,499512,מגורים,6400,1,0,0,2,0,2,0,0,2,2,0,0,0,1,2,26.025403012994008,202110,3065.801740193299338,499511.957356023951434
-1,2,1828,קריית אתא,שטח פתוח,0,508601,פנאי/טבע/ספורט,6800,3,0,0,9,0,4,5,0,9,4,0,0,0,4,4,3.932353629028488,202110,3692.333819411061995,508601.257332523295190
-1,37,779,אשדוד,מגורים,4250,339317,מגורים,70,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,109.042546722973995,202110,2799.189187305653832,339317.093299367406871
-1,0,2407,באר שבע,שטח פתוח,0,681282,פנאי/טבע/ספורט,9000,3,,,,,,,,,,,,,,,0.000000000000000,202110,4962.864573741636377,681282.354987715836614
-1,28,1421,טל שחר נחשון בקוע נווה שלום,מגורים,2992,28874994,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,0.969697178891468,202110,34926.830927231058013,28874993.770744860172272
-1,79,1039,תל אביב -יפו,מגורים,1737,230938,מגורים,5000,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,342.082914473934466,202110,1966.358977057086804,230938.163402544101700
-1,44,246,בני ברק,מגורים,19257,435224,מגורים,6100,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,101.097444153539357,202110,2970.819370144575714,435223.663351726660039
-1,6,1665,דאהרייה,לא ידוע,0,58946757,עתידי/לא ידוע,0,5,1,1,2,0,0,4,0,4,2,0,0,0,1,2,0.101786770900879,202110,40071.507402210219880,58946756.507707998156548
-1,26,872,תל מונד,מגורים,6431,2870532,מגורים,154,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,9.057553960739067,202110,12031.706896758641960,2870532.167150178924203
-1,0,2244,חריש,מגורים,3785,968525,מגורים,1247,1,,,,,,,,,,,,,,,0.000000000000000,202110,4150.275780496822335,968525.478403945802711
-1,3,1514,דאר סלאח,לא ידוע,0,10193417,עתידי/לא ידוע,0,5,0,0,3,0,2,1,0,3,1,0,0,0,1,1,0.294307584125109,202110,15875.394025431218324,10193417.233599759638309
-1,7,465,נצר סרני,מגורים,823,2787017,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,1,0,1,2,2.511646131416324,202110,9408.084584137117417,2787016.814368145540357
-1,0,1132,ירושלים,מגורים,5935,350784,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202110,3081.988916231819530,350783.807113571034279
-1,64,83,תל אביב -יפו,מגורים,1997,200117,מגורים,5000,1,0,1,0,0,1,0,0,1,2,1,0,0,1,2,319.813186864742136,202110,1981.948448908439104,200116.826411749469116
-1,7,1774,טירת כרמל,תעשיה,0,394531,תעשיה/מסחר/מתקנים,2100,4,0,0,1,1,0,1,0,1,1,0,0,0,1,1,17.742564786230968,202110,2719.150693227915781,394531.460605532978661
-1,6,2479,אשקלון,מגורים,11875,4025249,מגורים,7100,1,0,0,2,0,0,2,0,2,2,0,0,0,1,2,1.490590865839969,202110,8992.237761778240383,4025249.407803741283715
-1,3,725,שוהם,מגורים,5479,929400,מגורים,1304,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,3.227890500918064,202110,4615.327013508617711,929399.556505015003495
-1,12,2081,כרמיאל,מגורים,5626,924397,מגורים,1139,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,12.981439748538573,202110,4838.365903101530421,924396.695008420618251
-1,0,1367,א-טירה מזרח,לא ידוע,0,2207487,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,7693.915439864936161,2207486.643968624062836
-1,16,318,חולון,מגורים,2436,284410,מגורים,6600,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,56.256798460819255,202110,2601.368126623582157,284410.070209441415500
-1,36,1993,עברון מזרעה בן עמי,מגורים,5454,7953196,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,4.526482197241889,202110,14509.366390014796707,7953195.976764427497983
-1,16,944,פלמחים,מגורים,658,6105517,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,2.620580839037678,202110,13991.894258231683125,6105516.670829156413674
-1,17,1611,סענג'יל,לא ידוע,0,64309548,עתידי/לא ידוע,0,5,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0.264346436950527,202110,42282.091927412817313,64309548.470220409333706
-1,18,2316,כחל,מגורים,425,20117263,מגורים,0,1,0,0,4,0,0,4,0,4,1,0,0,0,1,1,0.894753909767177,202110,34279.989595903694862,20117263.309510178864002
-1,9,562,ראשון לציון,מגורים,4407,528866,מגורים,8300,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,17.017546289849133,202110,3525.104278483438520,528865.903856447665021
-1,0,1204,ירושלים,שטח פתוח,0,1440959,פנאי/טבע/ספורט,3000,3,,,,,,,,,,,,,,,0.000000000000000,202110,5305.202708854343655,1440958.780033059185371
-1,46,2560,יישובים בדואים לא מוכרים,שטח פתוח,0,65835066,פנאי/טבע/ספורט,0,3,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0.698715787775394,202110,63537.397161094988405,65835065.995083801448345
-1,27,155,כפר שמריהו,שדה תעופה,0,1168040,תעשיה/מסחר/מתקנים,267,4,0,1,0,0,0,1,0,1,2,1,0,0,1,2,23.115644038220172,202110,5227.192943795485007,1168040.135734799550846
-1,56,1846,יקנעם עילית,תעשיה,0,2213735,תעשיה/מסחר/מתקנים,240,4,0,0,3,0,0,3,0,3,6,0,0,0,3,6,25.296608818077612,202110,14635.271391991835117,2213735.461647371295840
-1,7,797,גדרה,מגורים,7412,1054363,מגורים,2550,1,0,0,1,0,1,0,0,1,2,1,0,0,1,2,6.639080307534287,202110,4332.271446469982038,1054362.905063240090385
-1,17,2409,באר שבע,מגורים,3733,347151,מגורים,9000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,48.970045823810530,202110,2395.975856482111340,347150.992285454412922
-1,0,1439,שמורת טבע נחל דולב,שמורת טבע,0,1094522,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202110,5220.200972642415763,1094521.484573980560526
-1,6,390,רעננה,שטח לדרכים,0,495014,עתידי/לא ידוע,8700,5,0,0,2,0,0,1,1,2,2,0,0,0,2,2,12.120875992359998,202110,3402.599642078203033,495013.727042658138089
-1,13,1041,קלנסווה,מגורים,10482,6025328,מגורים,638,1,0,0,4,0,1,2,1,4,3,0,0,0,2,3,2.157558882590762,202110,11417.278730760692270,6025328.024600566364825
-1,41,248,בני ברק,תעשיה+מגורים,13994,432759,מגורים,6100,1,0,0,3,0,2,1,0,3,2,0,0,0,2,2,94.741038601316561,202110,3605.799081477116033,432758.608152204134967
-1,22,1683,חיפה,קריית הממשלה,0,164029,מוסדי/ציבורי,4000,2,0,0,1,0,0,1,0,1,2,0,0,0,0,2,134.122451558146906,202110,1855.790845403383855,164029.211697358579841
-1,12,890,עדנים,מגורים,519,1528305,מגורים,0,1,0,0,5,0,0,5,0,5,2,0,0,0,1,2,7.851837539848204,202110,5651.561981437156646,1528304.672517713624984
-1,76,2262,פרדס חנה אזורים סטטיסטיים 78 ונווה אבות,מגורים+מוסדי,8946,8640781,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,8.795500796178343,202110,14737.713623133784495,8640781.436006702482700
-1,0,1532,בית ג'אלא,לא ידוע,0,1022447,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,4877.144611465370872,1022446.604973342386074
-1,24,483,לוד,מגורים,6207,837568,מגורים,7000,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,28.654383143648523,202110,4042.094305636512217,837568.196100560482591
-1,48,1150,ירושלים,מגורים+ מכללה אקדמאית+ בית חולים,4422,317382,מגורים,3000,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,151.237112603399254,202110,2840.741701145226216,317382.414763987879269
-1,90,101,תל אביב -יפו,תעשיה+ מגורים,970,188991,מגורים,5000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,476.212008391056258,202110,1819.914575951757342,188991.454256008000812
-1,35,1776,חיפה,מגורים,5656,541689,מגורים,4000,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,64.612683673769823,202110,3922.042578915310514,541689.309435209375806
-1,39,2481,אשקלון,מגורים,8979,764276,מגורים,7100,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,51.028682824362797,202110,3671.090287038148290,764276.047144608921371
-1,16,743,מודיעין-מכבים-רעות*,מגורים,5033,560801,מגורים,1200,1,0,0,2,0,1,1,0,2,2,0,0,0,2,2,28.530629391939918,202110,4729.756894878196363,560800.807448015897535
-1,3,2099,סח'נין,מגורים,5488,4606249,מגורים,7500,1,0,0,6,0,3,3,0,6,2,0,0,0,2,2,0.651289104388298,202110,10447.186415622816639,4606249.328886982984841
-1,0,1369,ביתוניא מזרח,לא ידוע,0,1571421,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,5472.608919583133684,1571420.862590015400201
-1,16,320,מקווה ישראל,מוסדי,386,1619017,מוסדי/ציבורי,0,2,0,0,1,0,0,1,0,1,2,0,0,0,2,2,9.882538266654336,202110,5356.582373368572917,1619017.257336326641962
-1,6,2011,הילה,מגורים,578,12255899,מגורים,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.489560165744312,202110,23591.745190702386026,12255899.110741136595607
-1,66,962,מתקן מחיזור חירייה,מתקן מיחזור,0,3015576,תעשיה/מסחר/מתקנים,0,4,0,0,2,0,0,2,0,2,3,0,0,0,3,3,21.886367844723541,202110,9554.970224392587625,3015575.744145758915693
-1,0,1629,ראס אל-ג'ורא,לא ידוע,0,1054590,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,4934.232036858394167,1054589.640155575005338
-1,10,2334,גן שמואל תלמי אלעזר,מגורים,1825,13078260,מגורים,0,1,0,0,5,0,2,3,0,5,2,0,0,0,2,2,0.764627728786771,202110,29594.210270322819269,13078259.685751814395189
-1,0,580,רחובות,שטח פתוח,0,1481664,פנאי/טבע/ספורט,8400,3,,,,,,,,,,,,,,,0.000000000000000,202110,6656.022948528776396,1481664.059423284605145
-1,15,1222,ירושלים,מיועד למגורים,0,369442,עתידי/לא ידוע,3000,5,0,0,1,0,0,1,0,1,1,0,0,0,0,1,40.601773318065248,202110,2666.434836049390469,369441.991670987918042
-1,0,2578,תעשיון מבצע*,תעשיה,0,3310292,תעשיה/מסחר/מתקנים,0,4,,,,,,,,,,,,,,,0.000000000000000,202110,7684.484556762788998,3310292.015843340661377
-1,10,173,רמת השרון,תעשיה ומסחר,0,294968,תעשיה/מסחר/מתקנים,2650,4,0,0,1,0,0,0,1,1,1,0,0,0,1,1,33.901990122955105,202110,3214.968488990132300,294967.934440786135383
-1,0,1848,דאלית אל-כרמל,מגורים,4546,3109752,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202110,10684.357623902440537,3109752.469552619848400
-1,6,815,קריית עקרון,מגורים,3451,803691,מגורים,469,1,0,0,1,0,0,1,0,1,3,0,0,0,3,3,7.465556959365490,202110,4254.351612672722695,803690.874325597658753
-1,10,2427,באר שבע,מגורים,4503,425791,מגורים,9000,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,23.485725472299315,202110,2843.367483875177186,425790.551447716134135
-1,0,1441,דייר ראפאת גבעת שמש צרעה ישעי,מגורים+מוסדי,1836,20414042,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202110,22800.734441229309596,20414041.682770095765591
-1,10,392,רעננה,מגורים,3868,242682,מגורים,8700,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,41.206160371288846,202110,2093.824279100157582,242682.159897811885457
-1,13,1059,ירושלים,מגורים,5549,380336,מגורים,3000,1,0,0,1,0,1,0,0,1,2,0,0,0,1,2,34.180336963746257,202110,3584.469548801222118,380335.630213025433477
-1,29,10,תל אביב -יפו,מגורים,6204,697440,מגורים,5000,1,0,0,2,0,0,2,0,2,2,1,0,0,1,2,41.580653145156994,202110,4784.687852188391844,697439.741957918391563
-1,6,1701,חיפה,מגורים,5033,289178,מגורים,4000,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,20.748442893134786,202110,2390.180193914125539,289178.326822070637718
-1,53,652,כפר סבא,תעשיה,0,927334,תעשיה/מסחר/מתקנים,6900,4,0,0,1,0,0,1,0,1,2,1,0,0,1,2,57.153087257459482,202110,5775.978781535558483,927333.982174035045318
-1,21,2264,בנימינה-גבעת עדה*,מגורים,4379,12007929,מגורים,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1.748844482036323,202110,19375.652612706249784,12007928.787097169086337
-1,2,1294,מעלה אדומים,מגורים,2416,373034,מגורים,0,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,5.361443416282473,202110,2817.953901495995979,373033.872543741890695
-1,3,501,נס ציונה,מגורים,6295,3069094,מגורים,7200,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,0.977487148936937,202110,7503.073847546777870,3069094.057413070928305
-1,7,1920,נצרת,מגורים,5008,388099,מגורים,7300,1,0,0,3,1,0,2,1,3,2,0,0,0,2,2,18.036654636280929,202110,2918.500553367757675,388098.577100845694076
-1,7,119,תל אביב -יפו,מגורים,5121,414942,מגורים,5000,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,16.869839267919964,202110,4326.211432710263580,414941.712770870595705
-1,0,1538,ענתא,לא ידוע,0,3231072,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,7311.864979346601103,3231072.166436061728746
-1,68,2499,אשקלון,מגורים,5046,1022388,מגורים,7100,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,66.510968830460087,202110,4197.886977335359006,1022387.753414561273530
-1,3,745,מודיעין-מכבים-רעות*,מגורים,9117,944055,מגורים,1200,1,0,0,1,0,1,0,0,1,2,0,0,0,1,2,3.177782355354415,202110,5112.204669201886645,944054.584148955415003
-1,86,2117,פרוד כפר שמאי שפר אמירים כפר חנניה,מגורים,3092,43622144,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,1.971475763676730,202110,33663.671034222054004,43622144.174683213233948
-1,4,1387,בית שמש,מגורים,2406,205362,מגורים,2610,1,0,1,1,0,1,1,0,2,2,0,1,0,1,2,19.477844053616035,202110,2378.404844161399069,205361.537395480147097
-1,0,338,בת ים,בית עלמין,0,895119,מוסדי/ציבורי,6200,2,,,,,,,,,,,,,,,0.000000000000000,202110,4868.997556998736400,895119.141868847305886
-1,2,2029,ירכא,מגורים,5916,2486398,מגורים,502,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0.804376290532625,202110,7600.339418858038698,2486398.497245216742158
-1,1,980,קדימה-צורן,שטח פתוח,0,1175530,פנאי/טבע/ספורט,195,3,0,0,1,0,0,1,0,1,2,1,0,0,1,2,0.850680070336816,202110,5132.945947492902633,1175530.066907600499690
-1,0,1647,תפוח,לא ידוע,0,7435054,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,10705.715878634820911,7435054.063456912524998
-1,79,2336,חיפה,תעשיה+ מכללה,0,2917108,תעשיה/מסחר/מתקנים,4000,4,0,0,4,0,1,3,0,4,2,0,0,0,1,2,27.081616192345351,202110,7713.120988536544246,2917108.027781940065324
-1,9,598,רחובות,מגורים,4335,783535,מגורים,8400,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,11.486404681426919,202110,4073.654410692567581,783534.991985147469677
-1,8,1224,ירושלים,מגורים,2858,251461,מגורים,3000,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,31.814036707936040,202110,2631.835530752842260,251461.330526609759545
-1,40,191,רמת גן,מגורים,6619,248393,מגורים,8600,1,0,0,3,0,0,3,0,3,2,0,0,0,1,2,161.035134051871353,202110,2169.748272048206672,248392.999673695536330
-1,32,1866,זכרון יעקב,מגורים,6388,3802911,מגורים,9300,1,0,0,3,0,0,3,0,3,2,0,0,0,2,2,8.414606553845488,202110,15738.772377212522770,3802911.020881416741759
-1,25,817,קריית עקרון,תעשיה,0,625455,תעשיה/מסחר/מתקנים,469,4,0,0,1,0,1,0,0,1,2,1,0,0,1,2,39.970881746330278,202110,4751.787507099764298,625455.304155136574991
-1,3,2189,רחוב תל תאומים רוויה שדי תרומות,מגורים,1836,8500433,מגורים,0,1,0,0,2,0,0,1,1,2,2,0,0,0,2,2,0.352923219475902,202110,14022.419828310770754,8500432.486292790621519
-1,2,1459,ביתר עילית,מגורים,12637,554439,מגורים,0,1,0,0,4,0,1,3,0,4,2,0,0,0,1,2,3.607249594931117,202110,3927.531065987717739,554439.039319704053923
-1,13,410,פתח תקווה,תעשיה,0,1787895,תעשיה/מסחר/מתקנים,7900,4,0,0,2,0,0,1,1,2,2,0,0,0,2,2,7.271119955492187,202110,5884.785922156876040,1787895.135766608407721
-1,1,1077,ירושלים,מגורים,4667,276936,מגורים,3000,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,3.610943039794630,202110,2161.807039167943458,276935.966305598209146
-1,23,28,תל אביב -יפו,מגורים,5941,575493,מגורים,5000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,39.965717120518924,202110,3687.021814710004492,575493.239133985131048
-1,12,1719,חיפה,מגורים,6207,1071113,מגורים,4000,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,11.203299205190364,202110,5122.911529958726533,1071113.051630410132930
-1,52,670,נתניה,מגורים,8356,654444,מגורים,7400,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,79.456710443517736,202110,5107.346736242129737,654444.410166772548109
-1,41,2282,חדרה,מגורים,13322,7127143,מגורים,6500,1,0,0,1,0,1,0,0,1,2,1,0,0,1,2,5.752655327760147,202110,13253.427798513546804,7127143.495308931916952
-1,0,1296,מחנה ישי מגורים,לא ידוע,0,748323,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202110,3426.006081243367134,748323.245215061819181
-1,18,263,גבעתיים,מגורים,3765,275529,מגורים,6300,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,65.328847738882288,202110,2654.794116152616880,275529.121100459829904
-1,2,1938,נצרת,מגורים,3502,332086,מגורים,7300,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,6.022543051911673,202110,5008.947268614211680,332085.629402875085361
-1,8,121,תל אביב -יפו,מגורים,5115,238191,מגורים,5000,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,33.586472835645438,202110,2129.891138910657901,238191.132458231004421
-1,11,1556,סמוך למשמר איילון,שטח פתוח,0,8596439,פנאי/טבע/ספורט,0,3,0,0,2,0,1,1,0,2,2,0,1,0,1,2,1.279599686480609,202110,13280.577074940432794,8596438.492615006864071
-1,1,2517,דבירה,מגורים,999,8571416,מגורים,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0.116666835739280,202110,13619.682606302545537,8571416.149785209447145
-1,13,763,אשדוד,מגורים,7010,350466,מגורים,70,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,37.093447916499343,202110,3089.339528933217935,350466.207111944851931
-1,2,2135,מנרה משגב עם מרגליות,מגורים,984,16312755,מגורים,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0.122603446600926,202110,29200.972846139062312,16312755.109650343656540
-1,7,1405,בית שמש,שטח פתוח,0,625566,פנאי/טבע/ספורט,2610,3,0,0,5,0,2,3,0,5,3,0,0,0,3,3,11.189859179867579,202110,4329.554611783371001,625566.406822542194277
-1,10,356,הוד השרון,מגורים,4803,1078427,מגורים,9700,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,9.272762048242257,202110,5151.167686146646702,1078427.328122325474396
-1,11,2047,פקיעין חדשה פקיעין (בוקייעה),מגורים,6362,7550837,מגורים,0,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,1.456792122800879,202110,17775.697925961008877,7550837.094623368233442
-1,7,998,רמת גן,מגורים,493,589850,מגורים,8600,1,0,0,4,0,0,4,0,4,2,0,1,0,1,2,11.867414619960575,202110,3377.127271066516641,589850.462309309164993
-1,51,1649,אריאל,מגורים,9040,2474450,מגורים,0,1,0,0,2,0,0,2,0,2,2,1,0,0,1,2,20.610641325531571,202110,7106.526909881720712,2474449.930717265233397
-1,46,2354,אופקים,מגורים,29022,10542599,מגורים,31,1,0,0,2,0,0,2,0,2,2,0,0,0,2,2,4.363250483644706,202110,13919.853303134279486,10542598.957457818090916
-1,12,600,רחובות,תעשיה,0,358796,תעשיה/מסחר/מתקנים,8400,4,0,0,1,0,0,1,0,1,1,0,0,0,1,1,33.445229977413348,202110,3679.906874817361768,358795.559429670218378
-1,19,1242,ירושלים,מגורים,4387,296113,מגורים,3000,1,1,0,2,0,1,2,0,3,3,0,0,0,2,3,64.164796267397293,202110,3364.935794201702265,296112.527511508262251
-1,10,2614,שלווה במדבר,מוסדי,0,539187686,מוסדי/ציבורי,0,2,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0.018546417613108,202110,134889.445233630394796,539187686.194048047065735
-1,20,193,רמת גן,מגורים+ מכללה אקדמאית,4814,257200,מגורים,8600,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,77.760366718946457,202110,2722.168703218553219,257200.433124075818341
-1,7,1884,מועצה אזורית זבולון,שטח פתוח,0,2018528,פנאי/טבע/ספורט,0,3,0,0,1,1,0,1,0,1,1,0,0,0,1,1,3.467873638029849,202110,7793.167536563481008,2018527.988804345251992
-1,1,835,אביחיל,מגורים,1410,1429845,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,0.699376401832073,202110,5827.813225747848264,1429845.212650040397421
-1,55,2207,עפולה,מגורים,8325,4566177,מגורים,7700,1,0,0,4,0,0,4,0,4,2,0,0,0,1,2,12.045086092033490,202110,11895.835229402528057,4566177.408758954145014
-1,2,1477,מבשרת ציון,מגורים,2776,748866,מגורים,1015,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,2.670706018551340,202110,3553.110137037554978,748865.650546162272803
-1,6,428,פתח תקווה,מגורים,2308,342184,מגורים,7900,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,17.534433410004034,202110,2446.167070255776252,342183.853889272606466
-1,0,1095,ירושלים,מגורים,9193,1023568,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202110,4321.166724428630914,1023568.054541658028029
-1,31,46,תל אביב -יפו,פנאי ונופש,193,615453,פנאי/טבע/ספורט,5000,3,0,0,1,1,0,0,0,1,2,0,0,0,2,2,50.369415576629038,202110,3539.081138234064383,615452.842664780211635
-1,4,1721,חיפה,מגורים,5627,963890,מגורים,4000,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,4.149849973767624,202110,4157.432768598742769,963890.267186797340401
-1,12,672,נתניה,מגורים,3546,244350,מגורים,7400,1,0,0,2,0,0,2,0,2,4,0,0,0,4,4,49.109957330983910,202110,2398.160258580583104,244349.631972274044529
-1,7,2300,עכו,מוסדות ציבור+ מכללה אקדמאית,0,961427,מוסדי/ציבורי,7600,2,1,0,1,0,1,1,0,2,3,1,0,0,2,3,7.280841715690234,202110,4308.159175203811174,961427.301037870580330
-1,34,1314,שורש שואבה בית מאיר,מגורים,2782,12711101,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,2.674827269343519,202110,20345.778873721403215,12711101.157700024545193
-1,12,265,קריית אונו,מגורים,5785,675566,מגורים,2620,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,17.762876335783545,202110,3834.220434529898739,675566.263771472848020
-1,0,1956,שפרעם,מגורים,5704,985733,מגורים,8800,1,,,,,,,,,,,,,,,0.000000000000000,202110,5089.585337580771011,985732.628947753342800
-1,30,907,נחשונים,מגורים,399,4138845,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,7.248399368628634,202110,9667.553675339970141,4138844.795147631317377
-1,3,1574,טולכרם,לא ידוע,0,29023578,עתידי/לא ידוע,0,5,0,0,2,0,1,1,0,2,2,0,0,0,1,2,0.103364235587685,202110,24450.274866717365512,29023578.445129308849573
-1,6,2535,שרשרת שיבולים מעגלים גבעולים מלילות,מגורים,3409,15543072,מגורים,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,0.386024073261292,202110,20984.442157463487092,15543072.092135334387422
-1,10,525,ראשון לציון,מגורים,9539,796860,מגורים,8300,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,12.549260788300039,202110,3663.298106323133197,796859.685099797090515
-1,7,2137,קריית שמונה,תעשיה,0,2755818,תעשיה/מסחר/מתקנים,2800,4,0,1,0,0,0,1,0,1,2,0,0,0,2,2,2.540080270985441,202110,8267.136350066861269,2755818.420369961299002
-1,3,1167,ירושלים,מגורים,3705,253350,מגורים,3000,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,11.841305354687030,202110,2462.294090244687141,253350.446605326258577
-1,46,374,רעננה,מגורים,8211,507454,מגורים,8700,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,90.648531894141641,202110,2983.968611688149849,507454.440119541017339
-1,22,1793,שטח ללא שיפוט,שטח פתוח,0,678233,פנאי/טבע/ספורט,0,3,0,0,3,0,1,2,0,3,2,0,0,0,2,2,32.437212004012181,202110,3777.349278207519092,678233.381995925097726
-1,23,1000,רמת גן,תעשיה ומסחר,0,222089,תעשיה/מסחר/מתקנים,8600,4,0,0,1,0,0,1,0,1,2,0,0,0,1,2,103.562259712614463,202110,1998.874475315483323,222088.626337674155366
-1,5,2372,באר שבע,שטח פתוח,0,5098859,פנאי/טבע/ספורט,9000,3,0,0,3,0,0,3,0,3,2,0,0,0,2,2,0.980611499032481,202110,12752.415555002733527,5098859.237254754640162
-1,3,618,רמלה,מגורים,3339,359250,מגורים,8500,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,8.350739188137217,202110,2550.897903392349235,359249.634363111283164
-1,0,1260,רמת רחל,שטח פתוח,0,254532,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202110,2181.696073983162478,254531.960858967766399
-1,14,2616,צופר פארן ספיר צוקים,מגורים,1647,785967807,מגורים,0,1,0,2,12,0,2,9,3,14,2,0,1,0,0,2,0.017812434395206,202110,133931.198281553457491,785967807.060007810592651
-1,18,211,רמת גן,מגורים,802,290613,מגורים,8600,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,61.938102498193089,202110,2699.138610211749437,290612.712918112229090
-1,99,1902,נהלל גיניגר שריד כפר ברוך גבת יפעת רמת דוד,מגורים,5646,73906781,מגורים,0,1,0,0,7,0,4,3,0,7,2,0,0,0,2,2,1.339525258469749,202110,53201.040292664416484,73906781.058459430932999
